player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot,club_name,market_value_eur,match_id,match_date,stadium,city,opponent_team,tournament_stage,match_result,goals_team,goals_opponent,minutes_played,goals,assists,shots,shots_on_target,expected_goals_xg,expected_assists_xa,key_passes,successful_passes,total_passes,pass_accuracy,dribbles_attempted,successful_dribbles,crosses,successful_crosses,tackles,interceptions,clearances,blocks,aerial_duels_won,aerial_duels_lost,recoveries,defensive_actions,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,save_percentage,punches,clean_sheet,goals_conceded,penalty_saves,distance_covered_km,sprint_distance_km,top_speed_kmh,accelerations,decelerations,stamina_score,player_rating,performance_score,offensive_contribution,defensive_contribution,possession_impact,pressure_resistance,creativity_score,consistency_score,clutch_performance_score,total_goals_tournament,total_assists_tournament,total_minutes_tournament,player_of_match_awards,tournament_rating
P01002,Jevon Williams,27,Jamaica,Jamaica,14,DM,192,75,Right,Jamaica FC,15600000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,70,0,0,1,1,0.18,0.07,0,16,21,80.5,0,0,1,1,0,1,1,1,0,0,2,3,1,1,0,0,0,0,0.0,0,0,0,0,6.99,1.33,32.0,11,5,84.8,5.7,53.0,52.8,47.2,60.3,71.5,54.5,66.2,33.9,0,0,157,0,5.7
P01003,Omar Clarke,20,Jamaica,Jamaica,15,CM,174,87,Right,Jamaica United,45200000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,66,0,0,0,0,0.0,0.05,1,33,40,84.3,0,0,0,0,0,0,2,1,0,0,1,3,2,2,0,0,0,0,0.0,0,0,0,0,8.36,1.39,30.9,5,9,75.0,5.6,59.2,43.0,43.9,64.9,87.5,74.9,74.9,64.4,0,0,248,0,5.8
P01004,Dwayne Thompson,23,Jamaica,Jamaica,16,CM,187,71,Right,Jamaica City,62700000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,83,0,0,0,0,0.0,0.11,0,53,60,89.8,0,0,0,0,1,0,0,0,0,0,6,1,0,2,0,0,0,0,0.0,0,0,0,0,6.15,1.37,33.7,10,12,81.9,6.0,52.6,32.0,59.0,52.3,76.7,64.8,68.4,83.9,0,0,120,0,5.8
P01005,Dwayne Thomas,21,Jamaica,Jamaica,17,CM,171,90,Right,Jamaica Sporting,55900000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,0,0,0,0,0,0.0,0.0,0,0,0,78.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,79.2,5.8,57.6,80.9,58.5,48.7,62.6,51.1,84.6,77.6,0,0,181,0,5.9
P01006,Jordan Thompson,31,Jamaica,Jamaica,18,CM,179,63,Left,Jamaica FC,42200000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,32,0,0,0,0,0.0,0.09,0,15,18,86.1,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0.0,0,0,0,0,8.32,1.2,31.2,2,4,70.4,6.5,64.2,50.1,65.7,47.5,78.6,46.2,70.9,65.6,0,0,84,0,6.2
P01007,Nicholas Williams,32,Jamaica,Jamaica,19,AM,185,79,Left,Jamaica Athletic,53200000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,40,0,0,0,0,0.0,0.07,0,22,27,84.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,7.16,1.25,32.3,6,3,77.9,6.2,63.6,63.3,42.0,65.6,52.7,69.8,65.0,56.1,0,0,60,0,6.1
P01008,Rashad Campbell,21,Jamaica,Jamaica,20,AM,176,77,Right,Jamaica FC,49900000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,93,0,0,0,0,0.0,0.13,1,55,67,82.5,3,1,0,0,0,1,0,1,0,1,3,2,1,0,0,0,0,0,0.0,0,0,0,0,7.2,1.01,32.4,9,12,77.6,5.2,55.4,50.6,67.5,82.2,67.6,34.8,82.2,86.3,0,0,165,0,5.7
P01009,Jordan Reid,30,Jamaica,Jamaica,21,LW,175,70,Right,Jamaica Athletic,63900000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,64,0,0,1,1,0.05,0.08,0,30,38,80.0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,6.24,1.34,30.9,10,4,90.6,5.1,51.9,47.2,45.4,56.6,59.7,55.6,82.1,48.2,0,0,246,0,5.7
P01010,Rashad Miller,31,Jamaica,Jamaica,22,LW,172,90,Right,Jamaica City,53400000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,82,0,0,0,0,0.0,0.05,1,30,37,81.5,1,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0.0,0,0,0,0,5.44,1.96,31.8,5,9,69.8,6.1,62.8,59.3,39.5,70.5,71.9,84.8,77.8,73.3,0,0,119,0,5.9
P01011,Nicholas Thompson,32,Jamaica,Jamaica,23,RW,179,68,Right,Jamaica City,21500000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,18,0,0,0,0,0.0,0.1,0,2,3,80.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,5.88,1.77,34.2,1,2,80.0,6.1,58.2,57.7,45.6,68.3,84.0,63.3,84.7,45.5,0,0,36,0,5.9
P01012,Nicholas Johnson,20,Jamaica,Jamaica,24,RW,182,69,Left,Jamaica United,30000000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,25,0,0,0,0,0.0,0.13,0,12,17,76.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,6.25,1.42,27.4,2,1,82.5,5.6,57.0,50.8,54.7,79.0,76.6,38.0,62.4,58.6,0,0,133,0,6.1
P01013,Andre Thomas,33,Jamaica,Jamaica,25,ST,191,85,Right,Jamaica City,31800000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,88,0,0,1,0,0.08,0.13,0,29,39,75.1,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0.0,0,0,0,0,7.16,1.25,30.7,10,6,85.4,6.0,60.2,49.0,52.5,53.5,72.0,29.5,69.1,47.2,0,0,197,0,6.3
P01014,Nicholas Miller,29,Jamaica,Jamaica,26,ST,180,71,Left,Jamaica City,38600000,WC26-058,2026-06-21,Pacific Arena,Los Angeles,Italy,Group Stage,Loss,0,1,8,0,0,0,0,0.0,0.12,0,3,5,76.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6.03,1.66,30.5,1,2,85.9,6.0,52.5,70.9,72.5,51.1,58.1,66.6,77.7,43.4,0,0,67,0,6.0
P00963,Marco Romano,28,Italy,Italy,1,GK,193,90,Left,Italy FC,30400000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,84,0,0,1,1,0.13,0.06,0,27,38,72.5,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,20.0,0,0,1,0,7.75,1.59,34.8,11,11,91.9,5.9,58.1,45.7,40.9,69.5,72.3,60.8,81.2,60.0,0,0,182,0,6.4
P00964,Alessandro Colombo,19,Italy,Italy,2,GK,179,72,Left,Italy Rovers,17700000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,90,0,0,0,0,0.0,0.13,0,21,27,80.9,0,0,0,0,1,0,1,3,2,1,1,5,0,0,0,0,0,2,100.0,0,0,1,0,4.43,1.14,33.4,12,6,77.5,6.0,62.0,70.5,66.5,49.3,81.9,82.7,74.1,49.5,0,0,290,0,6.4
P00965,Federico Rossi,30,Italy,Italy,3,GK,191,64,Right,Italy City,26900000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,74,0,0,1,0,0.12,0.02,0,24,31,77.5,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4,100.0,0,0,1,0,5.42,1.32,29.5,11,9,78.3,5.9,60.9,40.8,58.7,59.6,68.9,43.9,79.4,67.1,0,0,342,0,6.3
P00966,Luca Rossi,26,Italy,Italy,4,CB,190,72,Right,Italy City,20900000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,85,0,0,0,0,0.0,0.07,0,39,45,88.1,0,0,0,0,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,5.85,1.69,28.8,13,11,80.9,5.4,50.2,72.4,57.6,47.0,48.6,52.3,58.3,54.5,0,0,242,0,6.1
P00967,Leonardo Greco,20,Italy,Italy,5,CB,174,77,Left,Italy City,24000000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,18,0,0,0,0,0.0,0.07,0,7,9,81.5,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,6.97,1.43,33.1,2,4,92.9,5.5,47.1,62.4,75.2,73.1,85.8,56.5,84.2,76.7,0,0,231,0,5.9
P00968,Lorenzo Russo,19,Italy,Italy,6,CB,185,90,Right,Italy City,57300000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,0,0,0,1,1,0.16,0.01,0,0,0,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2.02,0.52,0.0,0,0,80.1,5.7,58.2,52.1,72.0,38.6,66.7,68.5,82.9,43.4,0,0,144,0,6.3
P00969,Andrea Greco,32,Italy,Italy,7,CB,185,75,Right,Italy Rovers,4900000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,25,0,0,0,0,0.0,0.04,0,12,15,81.4,0,0,0,0,1,0,1,0,0,0,2,2,0,2,0,0,0,0,0.0,0,0,0,0,4.23,2.09,30.3,2,6,72.7,5.8,58.4,51.4,60.3,53.1,76.3,46.7,69.6,63.1,0,0,226,0,6.0
P00970,Lorenzo Romano,33,Italy,Italy,8,LB,191,85,Right,Italy Rovers,20700000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,90,0,0,0,0,0.0,0.06,0,43,54,80.1,1,1,1,0,3,1,0,0,3,1,5,4,0,6,0,0,0,0,0.0,0,0,0,0,5.19,1.99,30.8,8,9,86.6,6.6,72.1,57.7,65.7,62.2,75.3,52.6,76.3,73.5,0,0,161,0,6.2
P00971,Francesco Colombo,20,Italy,Italy,9,LB,175,84,Right,Italy FC,9000000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,32,0,0,0,0,0.0,0.02,0,17,19,91.7,0,0,1,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0,7.29,2.58,30.4,6,1,85.5,5.6,60.6,33.2,71.0,67.3,90.9,56.8,70.4,68.2,0,0,151,0,6.0
P00972,Lorenzo Bianchi,33,Italy,Italy,10,RB,177,73,Right,Italy Athletic,24300000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,12,0,0,0,0,0.0,0.14,0,3,6,63.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,9.89,1.54,31.1,2,1,83.7,6.4,60.4,39.3,71.1,53.3,65.7,33.1,76.5,64.5,0,0,279,0,6.1
P00973,Luca Ferrari,26,Italy,Italy,11,RB,191,75,Right,Italy Sporting,27300000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,40,0,0,0,0,0.0,0.04,0,14,18,78.3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,7.58,0.8,29.0,5,7,88.9,4.9,50.5,39.5,54.2,52.6,71.0,55.0,70.0,51.7,0,0,262,0,6.1
P00974,Davide Ferrari,31,Italy,Italy,12,DM,183,71,Right,Italy Athletic,63500000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,83,0,0,0,0,0.0,0.15,0,38,46,83.0,0,0,0,0,2,1,0,1,1,2,3,4,1,0,0,0,0,0,0.0,0,0,0,0,7.4,1.93,28.4,13,10,86.2,6.3,66.9,53.7,92.3,51.5,74.4,25.1,87.0,83.8,1,0,257,0,6.1
P00975,Marco Russo,30,Italy,Italy,13,DM,173,90,Right,Italy FC,31800000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,12,0,0,0,0,0.0,0.02,0,3,5,75.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7.37,0.83,29.1,1,2,87.6,5.9,56.6,39.4,64.9,59.6,79.5,57.1,75.5,47.2,0,0,189,0,6.3
P00976,Leonardo Ferrari,31,Italy,Italy,14,DM,189,64,Left,Italy United,41800000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,0,0,0,0,0,0.0,0.08,0,0,0,83.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.23,0.01,0.0,0,0,77.2,5.8,55.2,53.9,54.5,44.4,90.0,50.8,75.4,27.9,0,0,255,0,6.0
P00977,Marco Colombo,22,Italy,Italy,15,CM,168,74,Right,Italy Athletic,62900000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,85,0,0,0,0,0.0,0.02,0,41,50,82.8,0,0,1,1,2,0,1,0,0,0,2,3,1,0,1,0,0,0,0.0,0,0,0,0,7.77,1.41,31.3,8,12,77.0,6.5,57.2,50.4,72.7,69.1,71.2,68.0,71.9,79.3,0,0,244,0,6.2
P00978,Marco Greco,26,Italy,Italy,16,CM,179,83,Right,Italy Rovers,1800000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,32,0,0,0,0,0.0,0.0,0,16,21,76.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,7.04,1.5,30.4,4,4,88.7,5.7,55.3,48.2,47.3,61.8,83.8,52.0,94.6,67.5,0,0,109,0,6.1
P00979,Francesco Greco,19,Italy,Italy,17,CM,178,68,Left,Italy Rovers,38800000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,84,0,0,0,0,0.0,0.0,2,31,41,78.0,2,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0.0,0,0,0,0,6.23,1.21,31.9,10,8,68.4,5.4,51.6,46.9,65.7,78.9,64.9,61.1,85.0,46.0,0,0,181,0,6.1
P00980,Federico Romano,18,Italy,Italy,18,CM,183,78,Right,Italy Rovers,8600000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,18,0,0,0,0,0.0,0.14,0,12,13,95.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,7.13,1.56,31.8,6,2,73.6,6.1,57.9,45.9,52.6,43.2,67.9,57.4,79.3,77.5,0,0,172,0,6.4
P00981,Alessandro Ferrari,31,Italy,Italy,19,AM,191,71,Right,Italy United,15200000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,85,0,0,2,0,0.23,0.01,1,35,47,75.1,0,0,0,0,2,0,0,1,0,0,2,3,1,0,0,0,0,0,0.0,0,0,0,0,7.96,1.86,34.1,19,8,85.3,6.4,68.1,57.1,27.4,60.1,69.8,51.4,75.2,71.1,0,0,263,0,6.7
P00982,Andrea Rossi,19,Italy,Italy,20,AM,172,82,Left,Italy United,34800000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,25,0,0,0,0,0.0,0.11,0,13,18,74.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,8.36,1.69,30.9,3,4,82.7,6.2,60.3,62.4,35.4,49.4,77.4,53.8,72.6,48.9,0,0,228,0,6.3
P00983,Francesco Bianchi,18,Italy,Italy,21,LW,173,63,Left,Italy FC,38300000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,86,0,0,2,0,0.17,0.05,0,41,53,77.7,1,0,1,0,0,0,1,1,1,1,3,2,1,3,0,0,1,0,0.0,0,0,0,0,6.68,2.23,29.5,7,5,99.0,6.2,58.5,51.0,43.8,45.1,79.9,58.3,54.1,32.5,0,0,282,0,6.1
P00984,Leonardo Esposito,25,Italy,Italy,22,LW,175,87,Right,Italy Sporting,43500000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,0,0,0,0,0,0.0,0.12,0,0,0,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,78.8,5.6,59.3,68.2,45.7,50.9,76.9,52.3,87.2,67.6,0,0,304,0,6.0
P00985,Matteo Russo,33,Italy,Italy,23,RW,194,65,Left,Italy Athletic,42200000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,32,0,0,0,0,0.0,0.04,0,13,17,77.8,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,8.47,0.55,30.1,6,2,69.9,6.1,64.1,53.0,66.0,55.6,56.7,76.0,72.7,62.4,0,0,147,0,6.1
P00986,Alessandro Russo,28,Italy,Italy,24,RW,184,86,Right,Italy Rovers,3300000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,0,0,0,0,0,0.0,0.12,0,0,0,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.12,0.0,0,0,87.2,5.2,50.4,53.9,37.0,58.9,54.4,40.6,69.0,88.6,0,0,180,0,6.2
P00987,Lorenzo Marino,21,Italy,Italy,25,ST,194,70,Right,Italy United,10500000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,72,0,0,1,1,0.12,0.1,0,29,36,82.7,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0.0,0,0,0,0,8.15,1.87,33.7,7,7,92.6,6.3,62.3,70.3,67.7,61.1,88.6,54.8,82.5,49.6,0,0,235,0,6.3
P00988,Leonardo Marino,23,Italy,Italy,26,ST,176,64,Right,Italy Rovers,34400000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Chile,Group Stage,Loss,0,1,40,0,0,2,0,0.16,0.13,0,15,20,76.6,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,6.71,0.97,29.3,2,7,79.8,5.2,50.3,69.5,54.0,58.2,81.9,40.7,84.9,41.1,0,0,151,0,5.8
P01015,Nicolás Muñoz,31,Chile,Chile,1,GK,174,68,Right,Chile Athletic,37600000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,65,0,0,1,0,0.14,0.09,0,24,28,87.6,0,0,0,0,0,0,0,1,0,0,2,1,1,2,1,0,0,1,25.0,0,1,0,0,8.94,1.39,32.8,5,7,78.7,6.9,73.0,60.0,42.0,57.9,74.4,59.2,81.6,41.2,0,0,145,0,6.3
P01016,Nicolás Soto,31,Chile,Chile,2,GK,173,69,Right,Chile Sporting,26500000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,81,0,0,1,1,0.11,0.04,0,34,42,82.3,0,0,1,0,1,0,2,1,0,1,3,4,0,1,0,0,0,0,0.0,0,1,0,0,6.47,1.67,29.3,14,13,68.7,6.9,69.6,53.1,57.6,40.8,69.6,53.2,87.5,50.2,0,0,206,0,6.4
P01017,Vicente González,24,Chile,Chile,3,GK,169,71,Right,Chile Athletic,41600000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,18,0,0,0,0,0.0,0.13,0,6,9,72.6,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0.0,0,0,0,0,10.56,1.17,31.0,1,3,83.6,5.9,57.7,59.7,59.4,55.9,81.6,39.5,72.6,59.5,0,0,147,0,6.0
P01018,Diego González,26,Chile,Chile,4,CB,184,81,Right,Chile City,20800000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,97,0,0,0,0,0.0,0.1,1,49,50,99.0,2,0,1,0,1,1,1,0,1,3,3,3,0,0,0,0,0,0,0.0,0,0,0,0,6.15,1.93,32.6,20,7,87.8,6.2,60.5,45.1,56.1,72.8,78.5,61.0,68.9,74.0,0,0,149,0,6.4
P01019,Sebastián Soto,26,Chile,Chile,5,CB,180,74,Right,Chile United,55400000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,40,0,0,0,0,0.0,0.05,1,18,24,75.3,0,0,0,0,0,2,2,0,0,0,0,4,1,1,0,0,0,0,0.0,0,0,0,0,8.52,1.59,32.6,3,4,84.3,5.9,55.6,55.9,41.3,43.9,73.0,65.3,77.6,80.9,0,0,133,0,6.0
P01020,Nicolás Martínez,20,Chile,Chile,6,CB,192,77,Right,Chile Sporting,61600000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,0,0,0,0,0,0.0,0.08,0,0,0,86.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.78,0.05,0.0,0,0,77.9,6.1,58.1,54.7,63.7,50.2,64.3,58.5,82.7,41.9,0,0,178,0,5.8
P01021,Matías Martínez,22,Chile,Chile,7,CB,180,71,Left,Chile United,29400000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,25,0,0,0,0,0.0,0.08,0,8,11,80.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9.2,1.7,31.4,4,3,78.5,5.6,54.6,63.3,63.0,40.2,79.4,53.8,68.3,80.5,0,0,205,0,6.0
P01022,Sebastián Sepúlveda,20,Chile,Chile,8,LB,191,89,Left,Chile Sporting,2400000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,32,0,0,0,0,0.0,0.09,0,17,23,77.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,5.76,1.46,29.7,4,3,82.7,6.4,63.7,55.2,48.1,42.6,74.4,44.2,79.7,53.0,0,0,113,0,6.0
P01023,Joaquín Díaz,26,Chile,Chile,9,LB,187,75,Right,Chile Rovers,33700000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,60,0,0,1,1,0.07,0.09,0,25,31,82.1,0,0,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,0,0,0,6.87,1.35,28.9,17,10,73.3,5.8,55.7,43.4,84.5,59.4,45.1,57.7,90.1,59.2,0,0,234,0,6.1
P01024,Sebastián Rojas,20,Chile,Chile,10,RB,186,77,Right,Chile FC,15600000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,66,0,0,0,0,0.0,0.09,0,27,36,75.9,0,0,3,1,5,2,1,0,1,0,1,8,1,1,0,0,0,0,0.0,0,0,0,0,7.69,1.29,31.3,5,9,89.6,6.5,67.0,32.9,73.6,39.4,67.5,56.5,64.0,57.5,0,0,190,0,6.0
P01025,Joaquín Contreras,21,Chile,Chile,11,RB,179,70,Right,Chile Rovers,31500000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,18,0,0,0,0,0.0,0.03,0,13,15,90.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,4.29,1.42,31.2,2,3,82.2,6.5,64.7,57.5,55.1,60.3,80.9,60.8,79.8,68.3,0,0,178,0,5.9
P01026,Agustín Contreras,23,Chile,Chile,12,DM,183,71,Left,Chile Sporting,18500000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,32,0,0,0,0,0.0,0.05,0,11,14,78.7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,5.72,1.37,33.8,8,2,75.7,6.8,69.7,63.8,50.4,54.0,75.3,62.8,82.7,59.5,0,0,44,0,5.8
P01027,Benjamín Pérez,33,Chile,Chile,13,DM,171,90,Right,Chile Athletic,60500000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,0,0,0,0,0,0.0,0.11,0,0,0,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1,0.3,0.0,0,0,75.0,6.4,61.7,53.2,77.9,71.8,73.1,26.5,68.5,64.0,0,0,168,0,6.2
P01028,Diego Pérez,20,Chile,Chile,14,DM,174,70,Right,Chile City,50000000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,25,0,0,0,0,0.0,0.03,0,10,13,77.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,6.18,1.31,30.2,1,1,79.1,6.3,64.1,64.0,50.6,60.4,63.4,44.7,66.6,38.5,0,0,246,0,6.2
P01029,Sebastián Contreras,23,Chile,Chile,15,CM,181,73,Right,Chile City,16400000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,18,0,0,0,0,0.0,0.13,0,9,11,88.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,8.03,2.45,30.8,2,5,70.3,5.6,61.3,58.1,56.5,54.1,86.0,53.7,76.4,45.6,0,0,127,0,6.0
P01030,Tomás Sepúlveda,30,Chile,Chile,16,CM,179,72,Right,Chile Athletic,32100000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,12,0,0,0,0,0.0,0.04,0,4,6,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7.28,1.51,30.6,2,1,77.9,6.1,59.7,47.0,58.2,55.1,63.3,54.1,79.1,60.5,0,0,95,0,6.4
P01031,Vicente Soto,20,Chile,Chile,17,CM,181,80,Left,Chile FC,62900000,WC26-059,2026-06-21,Maple Leaf Stadium,Toronto,Italy,Group Stage,Win,1,0,18,0,0,0,0,0.0,0.04,0,9,12,82.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4.34,0.74,29.7,2,4,85.8,5.6,55.5,49.7,63.8,49.2,75.7,77.9,74.8,43.1,0,0,130,0,5.8
